gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Eci1,0.4832476174359233,-0.2691090091326382,1,1,1
Gpt2,0.4850223348003065,-0.034640105252025766,1,1,1
Pnp,0.4875163802213996,-0.3582587363903724,1,1,1
Dpyd,0.48870441442484125,-0.31409604855502676,1,1,1
Pfkl,0.4887249833311072,0.009553091080934717,1,1,1
Smpd1,0.4991756078649251,-0.21944254689988973,1,1,1
St3gal2,0.4992146335737136,-0.06981147406425281,1,1,1
Rpn1,0.5023064608163408,0.07205804727842757,1,1,1
Hmgcl,0.5038859381169207,-0.22449589587325836,1,1,1
Comt,0.5094845430973669,0.02147188823596924,1,1,1
Plin5,0.515490748544689,-0.4315359136466197,0.75,1,1
Uba52,0.517491633401656,0.04870980622075294,1,1,1
Aldob,0.5203958584723811,-0.44600926912577865,1,1,1
Abca7,0.5237701638958276,0.046763015587984125,1,1,1
Lpin1,0.5260209613490376,-0.03178186392896132,1,1,1
Galnt1,0.5268938982246967,-0.18383741910651175,1,1,1
Prodh,0.5271462498363015,-0.3180202879246965,1,1,1
rs7412-WT-226,0.5308514812254546,0.4620823879382603,1,1,1
Acad8,0.5325824359442191,-0.2754159880116034,1,1,1
Cox10,0.5340874967663968,-0.053645808886066515,1,1,1
Htra1,0.5358975403428052,-0.23979922832501765,1,1,1
Hadha,0.5361581032209741,-0.020711549460413536,1,1,1
Aif1,0.5375720213602637,-0.03428327126544595,1,1,1
Serpina3n,0.5385432227141482,0.23627507877844334,1,1,1
Acsl4,0.5424958976194427,-0.20511994814368517,1,1,1
Me1,0.5463106700969569,-0.1771345408067928,1,1,1
Ly6g,0.5474713463046985,-0.2591024195665832,1,1,1
Hbb-bs,0.5508112459734152,0.055048782462905343,1,1,1
Dgat1,0.5568386621248327,-0.27358995025836574,1,1,1
Hmgb2,0.5593674764392338,-0.1995250171830576,1,1,1
Adam10,0.5624487075071135,-0.1538527921909285,1,1,1
Hk3,0.563347203854895,-0.23167514207452644,1,1,1
Ppcdc,0.5650833524128909,-0.3053515650791563,1,1,1
Mt2,0.5660834042974361,0.0790294989066398,1,1,1
Pla2g4a,0.5703050935386615,-0.15830749435471914,1,1,1
Auh,0.5708654067223741,-0.23125038791832253,1,1,1
Clec10a,0.5714504547464618,-0.10702329562853358,1,1,1
Pycr2,0.5724749988852678,-0.23907539436982228,1,1,1
Pllp,0.5730039041132169,-0.2126407725153694,1,1,1
Hibadh,0.5730873807527553,-0.17295683498459802,1,1,1
Gck,0.5765358982194103,-0.1962628449632915,0.75,1,1
Jun,0.5787978991858059,-0.06628562149203066,1,1,1
Shmt2,0.5798475653011816,0.03026422289694941,1,1,1
Crh,0.5809429018727823,-0.033705168113698836,1,1,1
Clu,0.582373820415983,-0.004366731237169574,1,1,1
Pfkm,0.5844167907326092,-0.1989395756868726,1,1,1
Mog,0.5853446649242366,0.13699903329872365,1,1,1
Macc1,0.5888844793146952,-0.5037608104403659,0.25,1,1
Maob,0.5890784609736874,-0.2868852388469174,1,1,1
Srebf2,0.6031384133431839,-0.183252537209035,1,1,1
Hilpda,0.6039859617589582,-0.22404287138566892,1,1,1
Ccl4,0.6116658793427905,-0.03591655744408547,1,1,1
Klf4,0.6131324258826543,-0.2756481908104298,1,1,1
Bckdha,0.6214331002282343,-0.19731403850423712,1,1,1
Chil3,0.6254766242440677,-0.38388162187361186,1,1,1
Ermn,0.6293802898008785,0.07276485276156563,1,1,1
Pgm1,0.6300160522009964,-0.14626389436560805,1,1,1
G6pc3,0.6389034568016028,-0.065243650415173,1,1,1
Cers2,0.6391058799378277,0.00508890223313152,1,1,1
Bcl2,0.6393957489969777,-0.017444324076820727,1,1,1
Psap,0.6425886817301433,-0.13836538991224945,1,1,1
Ebp,0.6428373107641939,-0.03799841799717463,1,1,1
Atf3,0.643146681948308,-0.3926075098516171,0.75,1,1
C1qb,0.6484342837859614,-0.24454283813478828,1,1,1
Cd247,0.6539923658199636,-0.10461605536000662,1,1,1
Sorl1,0.6564604069376232,-0.17158508950084173,1,1,1
Acta2,0.657253072215551,-0.20762673114019048,1,1,1
Hmgcr,0.6597431339380055,-0.23328431394387872,1,1,1
rs429358-ALT-228:C,0.6610343058050898,0.2974482829233229,1,1,1
Pla2g12a,0.6656236175046235,-0.21122355700462592,1,1,1
G6pd2,0.6662171810519457,-0.02633027842558655,1,1,1
Pkm,0.66780268211122,-0.15183360201053908,1,1,1
Aldh7a1,0.6742443522894498,-0.1781457942039184,1,1,1
Tpsab1,0.6750395927743404,-0.3565249411455962,1,1,1
Pax6,0.6761072763330602,-0.24361122813032732,1,1,1
Mt3,0.6769006474293702,-0.41437610572895744,1,1,1
Tmem212,0.6791623329093134,-0.3035145272699916,1,1,1
Elovl1,0.6816492442175898,-0.028834926329471156,1,1,1
Mki67,0.6849795213549364,-0.15736748544691728,1,1,1
Lrp1,0.6852720781959902,-0.08463762651436024,1,1,1
Fcer1a,0.6890454285380512,-0.42298043994525436,0.75,1,1
H2az1,0.68940090750843,-0.2658027958839734,1,1,1
Gstm1,0.6903247597083011,-0.20006607832095114,1,1,1
Lratd2,0.6908534789409169,-0.4335473519986295,0.75,1,1
Atp13a5,0.6929973179378366,-0.04331998267904649,1,1,1
Adh5,0.6939841036184169,-0.22299628120022597,1,1,1
Pou3f1,0.6977456353178895,-0.050638528779488046,1,1,1
Tgfbi,0.6980093927507778,-0.11124760503105913,1,1,1
Tox2,0.6983613117175826,-0.22061058605355877,1,1,1
Kdsr,0.699359451629384,-0.21073692551866596,1,1,1
Tlr4,0.7038905755828468,-0.0739692475304401,1,1,1
Extl3,0.7052865364238792,-0.1552343350576768,1,1,1
Chka,0.7056261031566794,-0.15502432569848645,1,1,1
Bhlhe40,0.7095737762241101,-0.09740307851978658,1,1,1
Oxct1,0.7121144182146664,-0.07212645556738817,1,1,1
Fos,0.7126198753484203,-0.2711619713000488,1,1,1
